,date,surge,dayofweek,dayofmonth,hourofday,minuteofhour,minuteofday
1117,2016-01-28 10:28:52,1.0,3,28,10,28,628
1118,2016-01-28 10:33:53,1.0,3,28,10,33,633
1119,2016-01-28 10:38:55,1.0,3,28,10,38,638
1120,2016-01-28 10:43:56,1.0,3,28,10,43,643
1121,2016-01-28 10:48:57,1.0,3,28,10,48,648
1122,2016-01-28 10:53:58,1.0,3,28,10,53,653
1123,2016-01-28 10:58:59,1.0,3,28,10,58,658
1124,2016-01-28 11:04:01,1.0,3,28,11,4,664
1125,2016-01-28 11:09:02,1.0,3,28,11,9,669
1126,2016-01-28 11:14:03,1.0,3,28,11,14,674
1127,2016-01-28 11:19:04,1.0,3,28,11,19,679
1128,2016-01-28 11:24:06,1.0,3,28,11,24,684
1129,2016-01-28 11:29:07,1.0,3,28,11,29,689
1130,2016-01-28 11:34:08,1.0,3,28,11,34,694
1131,2016-01-28 11:39:09,1.0,3,28,11,39,699
1132,2016-01-28 11:44:10,1.0,3,28,11,44,704
1133,2016-01-28 11:49:12,1.0,3,28,11,49,709
1134,2016-01-28 11:54:13,1.0,3,28,11,54,714
1135,2016-01-28 11:59:14,1.0,3,28,11,59,719
1136,2016-01-28 12:04:15,1.0,3,28,12,4,724
1137,2016-01-28 12:09:17,1.0,3,28,12,9,729
1138,2016-01-28 12:14:18,1.0,3,28,12,14,734
1139,2016-01-28 12:19:19,1.0,3,28,12,19,739
1140,2016-01-28 12:24:20,1.0,3,28,12,24,744
1141,2016-01-28 12:29:21,1.0,3,28,12,29,749
1142,2016-01-28 12:34:22,1.0,3,28,12,34,754
1143,2016-01-28 12:39:24,1.0,3,28,12,39,759
1144,2016-01-28 12:44:25,1.0,3,28,12,44,764
1145,2016-01-28 12:49:27,1.0,3,28,12,49,769
1146,2016-01-28 12:54:29,1.0,3,28,12,54,774
1147,2016-01-28 12:59:31,1.0,3,28,12,59,779
1148,2016-01-28 13:04:32,1.0,3,28,13,4,784
1149,2016-01-28 13:09:33,1.0,3,28,13,9,789
1150,2016-01-28 13:14:35,1.0,3,28,13,14,794
1151,2016-01-28 13:19:36,1.0,3,28,13,19,799
1152,2016-01-28 13:24:38,1.0,3,28,13,24,804
1153,2016-01-28 13:29:40,1.0,3,28,13,29,809
1154,2016-01-28 13:34:41,1.0,3,28,13,34,814
1155,2016-01-28 13:39:43,1.0,3,28,13,39,819
1156,2016-01-28 13:44:45,1.0,3,28,13,44,824
1157,2016-01-28 13:49:47,1.0,3,28,13,49,829
1158,2016-01-28 13:54:48,1.0,3,28,13,54,834
1159,2016-01-28 13:59:50,1.0,3,28,13,59,839
1160,2016-01-28 14:04:52,1.0,3,28,14,4,844
1161,2016-01-28 14:09:53,1.0,3,28,14,9,849
1162,2016-01-28 14:14:55,1.0,3,28,14,14,854
1163,2016-01-28 14:19:56,1.0,3,28,14,19,859
1164,2016-01-28 14:24:57,1.0,3,28,14,24,864
1165,2016-01-28 14:29:59,1.0,3,28,14,29,869
1166,2016-01-28 14:35:00,1.0,3,28,14,35,875
1167,2016-01-28 14:40:01,1.0,3,28,14,40,880
1168,2016-01-28 14:45:03,1.0,3,28,14,45,885
1169,2016-01-28 14:50:04,1.0,3,28,14,50,890
1170,2016-01-28 14:55:05,1.0,3,28,14,55,895
1171,2016-01-28 15:00:07,1.0,3,28,15,0,900
1172,2016-01-28 15:05:08,1.0,3,28,15,5,905
1173,2016-01-28 15:10:09,1.0,3,28,15,10,910
1174,2016-01-28 15:15:10,1.0,3,28,15,15,915
1175,2016-01-28 15:20:12,1.0,3,28,15,20,920
1176,2016-01-28 15:25:13,1.0,3,28,15,25,925
1177,2016-01-28 15:30:14,1.0,3,28,15,30,930
1178,2016-01-28 15:35:15,1.0,3,28,15,35,935
1179,2016-01-28 15:40:17,1.3,3,28,15,40,940
1180,2016-01-28 15:45:18,1.5,3,28,15,45,945
1181,2016-01-28 15:50:19,1.0,3,28,15,50,950
1182,2016-01-28 15:55:21,1.0,3,28,15,55,955
1183,2016-01-28 16:00:22,1.0,3,28,16,0,960
1184,2016-01-28 16:05:23,1.0,3,28,16,5,965
1185,2016-01-28 16:10:25,1.0,3,28,16,10,970
1186,2016-01-28 16:15:26,1.0,3,28,16,15,975
1187,2016-01-28 16:20:27,1.0,3,28,16,20,980
1188,2016-01-28 16:25:28,1.0,3,28,16,25,985
1189,2016-01-28 16:30:30,1.0,3,28,16,30,990
1190,2016-01-28 16:35:31,1.0,3,28,16,35,995
1191,2016-01-28 16:40:33,1.0,3,28,16,40,1000
1192,2016-01-28 16:45:34,1.0,3,28,16,45,1005
1193,2016-01-28 16:50:35,1.0,3,28,16,50,1010
1194,2016-01-28 16:55:36,1.0,3,28,16,55,1015
1195,2016-01-28 17:00:38,1.2,3,28,17,0,1020
1196,2016-01-28 17:05:39,1.0,3,28,17,5,1025
1197,2016-01-28 17:10:40,1.0,3,28,17,10,1030
1198,2016-01-28 17:15:42,1.0,3,28,17,15,1035
1199,2016-01-28 17:20:43,1.0,3,28,17,20,1040
1200,2016-01-28 17:25:44,1.0,3,28,17,25,1045
1201,2016-01-28 17:30:46,1.0,3,28,17,30,1050
1202,2016-01-28 17:35:47,1.0,3,28,17,35,1055
1203,2016-01-28 17:40:48,1.0,3,28,17,40,1060
1204,2016-01-28 17:45:49,1.5,3,28,17,45,1065
1205,2016-01-28 17:50:51,1.4,3,28,17,50,1070
1206,2016-01-28 17:55:52,1.0,3,28,17,55,1075
1207,2016-01-28 18:00:53,1.2,3,28,18,0,1080
1208,2016-01-28 18:05:55,1.5,3,28,18,5,1085
1209,2016-01-28 18:10:56,1.2,3,28,18,10,1090
1210,2016-01-28 18:15:57,1.0,3,28,18,15,1095
1211,2016-01-28 18:20:59,1.0,3,28,18,20,1100
1212,2016-01-28 18:26:00,1.7,3,28,18,26,1106
1213,2016-01-28 18:31:01,1.6,3,28,18,31,1111
1214,2016-01-28 18:36:02,1.0,3,28,18,36,1116
1215,2016-01-28 18:41:03,1.0,3,28,18,41,1121
1216,2016-01-28 18:46:05,1.4,3,28,18,46,1126
1217,2016-01-28 18:51:06,1.8,3,28,18,51,1131
1218,2016-01-28 18:56:07,1.0,3,28,18,56,1136
1219,2016-01-28 19:01:09,1.0,3,28,19,1,1141
1220,2016-01-28 19:06:10,1.0,3,28,19,6,1146
1221,2016-01-28 19:11:12,1.0,3,28,19,11,1151
1222,2016-01-28 19:16:13,1.0,3,28,19,16,1156
1223,2016-01-28 19:21:14,1.0,3,28,19,21,1161
1224,2016-01-28 19:26:16,1.0,3,28,19,26,1166
1225,2016-01-28 19:31:17,1.0,3,28,19,31,1171
1226,2016-01-28 19:36:18,1.0,3,28,19,36,1176
1227,2016-01-28 19:41:20,1.0,3,28,19,41,1181
1228,2016-01-28 19:46:23,1.0,3,28,19,46,1186
1229,2016-01-28 19:51:24,1.0,3,28,19,51,1191
1230,2016-01-28 19:56:26,1.0,3,28,19,56,1196
1231,2016-01-28 20:01:27,1.0,3,28,20,1,1201
1232,2016-01-28 20:06:29,1.0,3,28,20,6,1206
1233,2016-01-28 20:11:30,1.0,3,28,20,11,1211
1234,2016-01-28 20:16:31,1.0,3,28,20,16,1216
1235,2016-01-28 20:21:33,1.0,3,28,20,21,1221
1236,2016-01-28 20:26:34,1.0,3,28,20,26,1226
1237,2016-01-28 20:31:36,1.0,3,28,20,31,1231
1238,2016-01-28 20:36:37,1.0,3,28,20,36,1236
1239,2016-01-28 20:41:38,1.0,3,28,20,41,1241
1240,2016-01-28 20:46:40,1.0,3,28,20,46,1246
1241,2016-01-28 20:51:41,1.0,3,28,20,51,1251
1242,2016-01-28 20:56:42,1.0,3,28,20,56,1256
1243,2016-01-28 21:01:44,1.0,3,28,21,1,1261
1244,2016-01-28 21:06:45,1.0,3,28,21,6,1266
1245,2016-01-28 21:11:47,1.0,3,28,21,11,1271
1246,2016-01-28 21:16:48,1.0,3,28,21,16,1276
1247,2016-01-28 21:21:49,1.0,3,28,21,21,1281
1248,2016-01-28 21:26:50,1.0,3,28,21,26,1286
1249,2016-01-28 21:31:52,1.0,3,28,21,31,1291
1250,2016-01-28 21:36:53,1.0,3,28,21,36,1296
1251,2016-01-28 21:41:54,1.0,3,28,21,41,1301
1252,2016-01-28 21:46:56,1.0,3,28,21,46,1306
1253,2016-01-28 21:51:57,1.0,3,28,21,51,1311
1254,2016-01-28 21:56:58,1.2,3,28,21,56,1316
1255,2016-01-28 22:02:00,1.0,3,28,22,2,1322
1256,2016-01-28 22:07:01,1.3,3,28,22,7,1327
1257,2016-01-28 22:12:04,1.6,3,28,22,12,1332
1258,2016-01-28 22:17:05,1.8,3,28,22,17,1337
1259,2016-01-28 22:22:06,1.0,3,28,22,22,1342
1260,2016-01-28 22:27:08,1.0,3,28,22,27,1347
1261,2016-01-28 22:32:10,1.3,3,28,22,32,1352
1262,2016-01-28 22:37:11,1.9,3,28,22,37,1357
1263,2016-01-28 22:42:12,1.2,3,28,22,42,1362
1264,2016-01-28 22:47:14,1.0,3,28,22,47,1367
1265,2016-01-28 22:52:15,1.0,3,28,22,52,1372
1266,2016-01-28 22:57:16,1.5,3,28,22,57,1377
1267,2016-01-28 23:02:17,1.0,3,28,23,2,1382
1268,2016-01-28 23:07:19,1.0,3,28,23,7,1387
1269,2016-01-28 23:12:21,1.0,3,28,23,12,1392
1270,2016-01-28 23:17:22,1.0,3,28,23,17,1397
1271,2016-01-28 23:22:23,1.0,3,28,23,22,1402
1272,2016-01-28 23:27:24,1.0,3,28,23,27,1407
1273,2016-01-28 23:32:25,1.0,3,28,23,32,1412
1274,2016-01-28 23:37:27,1.0,3,28,23,37,1417
1275,2016-01-28 23:42:28,1.0,3,28,23,42,1422
1276,2016-01-28 23:47:30,1.0,3,28,23,47,1427
1277,2016-01-28 23:52:31,1.0,3,28,23,52,1432
1278,2016-01-28 23:57:32,1.0,3,28,23,57,1437
1279,2016-01-29 00:02:33,1.0,4,29,0,2,2
1280,2016-01-29 00:07:35,1.0,4,29,0,7,7
1281,2016-01-29 00:12:36,1.0,4,29,0,12,12
1282,2016-01-29 00:17:37,1.0,4,29,0,17,17
1283,2016-01-29 00:22:38,1.0,4,29,0,22,22
1284,2016-01-29 00:27:40,1.0,4,29,0,27,27
1285,2016-01-29 00:32:41,1.0,4,29,0,32,32
1286,2016-01-29 00:37:42,1.0,4,29,0,37,37
1287,2016-01-29 00:42:43,1.0,4,29,0,42,42
1288,2016-01-29 00:47:44,1.0,4,29,0,47,47
1289,2016-01-29 00:52:46,1.0,4,29,0,52,52
1290,2016-01-29 00:57:47,1.0,4,29,0,57,57
1291,2016-01-29 01:02:48,1.0,4,29,1,2,62
1292,2016-01-29 01:07:49,1.0,4,29,1,7,67
1293,2016-01-29 01:12:51,1.0,4,29,1,12,72
1294,2016-01-29 01:17:52,1.0,4,29,1,17,77
1295,2016-01-29 01:22:54,1.0,4,29,1,22,82
1296,2016-01-29 01:27:55,1.0,4,29,1,27,87
1297,2016-01-29 01:32:56,1.0,4,29,1,32,92
1298,2016-01-29 01:37:57,1.0,4,29,1,37,97
1299,2016-01-29 01:42:59,1.0,4,29,1,42,102
1300,2016-01-29 01:48:00,1.0,4,29,1,48,108
1301,2016-01-29 01:53:02,1.0,4,29,1,53,113
1302,2016-01-29 01:58:04,1.0,4,29,1,58,118
1303,2016-01-29 02:03:05,1.0,4,29,2,3,123
1304,2016-01-29 02:08:06,1.0,4,29,2,8,128
1305,2016-01-29 02:13:07,1.0,4,29,2,13,133
1306,2016-01-29 02:18:09,1.0,4,29,2,18,138
1307,2016-01-29 02:23:10,1.0,4,29,2,23,143
1308,2016-01-29 02:28:11,1.0,4,29,2,28,148
1309,2016-01-29 02:33:13,1.0,4,29,2,33,153
1310,2016-01-29 02:38:14,1.0,4,29,2,38,158
1311,2016-01-29 02:43:15,1.0,4,29,2,43,163
1312,2016-01-29 02:48:16,1.0,4,29,2,48,168
1313,2016-01-29 02:53:17,1.0,4,29,2,53,173
1314,2016-01-29 02:58:18,1.0,4,29,2,58,178
1315,2016-01-29 03:03:20,1.0,4,29,3,3,183
1316,2016-01-29 03:08:21,1.0,4,29,3,8,188
1317,2016-01-29 03:13:22,1.0,4,29,3,13,193
1318,2016-01-29 03:18:24,1.0,4,29,3,18,198
1319,2016-01-29 03:23:25,1.0,4,29,3,23,203
1320,2016-01-29 03:28:26,1.0,4,29,3,28,208
1321,2016-01-29 03:33:27,1.0,4,29,3,33,213
1322,2016-01-29 03:38:28,1.0,4,29,3,38,218
1323,2016-01-29 03:43:30,1.0,4,29,3,43,223
1324,2016-01-29 03:48:31,1.0,4,29,3,48,228
1325,2016-01-29 03:53:32,1.0,4,29,3,53,233
1326,2016-01-29 03:58:33,1.0,4,29,3,58,238
1327,2016-01-29 04:03:34,1.0,4,29,4,3,243
1328,2016-01-29 04:08:36,1.0,4,29,4,8,248
1329,2016-01-29 04:13:37,1.0,4,29,4,13,253
1330,2016-01-29 04:18:38,1.0,4,29,4,18,258
1331,2016-01-29 04:23:39,1.0,4,29,4,23,263
1332,2016-01-29 04:28:40,1.0,4,29,4,28,268
1333,2016-01-29 04:33:42,1.0,4,29,4,33,273
1334,2016-01-29 04:38:43,1.0,4,29,4,38,278
1335,2016-01-29 04:43:44,1.0,4,29,4,43,283
1336,2016-01-29 04:48:45,1.0,4,29,4,48,288
1337,2016-01-29 04:53:46,1.0,4,29,4,53,293
1338,2016-01-29 04:58:47,1.0,4,29,4,58,298
1339,2016-01-29 05:03:48,1.0,4,29,5,3,303
1340,2016-01-29 05:08:50,1.0,4,29,5,8,308
1341,2016-01-29 05:13:51,1.0,4,29,5,13,313
1342,2016-01-29 05:18:52,1.0,4,29,5,18,318
1343,2016-01-29 05:23:53,1.0,4,29,5,23,323
1344,2016-01-29 05:28:54,1.0,4,29,5,28,328
1345,2016-01-29 05:33:56,1.0,4,29,5,33,333
1346,2016-01-29 05:38:57,1.0,4,29,5,38,338
1347,2016-01-29 05:43:58,1.0,4,29,5,43,343
1348,2016-01-29 05:49:00,1.0,4,29,5,49,349
1349,2016-01-29 05:54:01,1.0,4,29,5,54,354
1350,2016-01-29 05:59:02,1.0,4,29,5,59,359
1351,2016-01-29 06:04:03,1.0,4,29,6,4,364
1352,2016-01-29 06:09:04,1.0,4,29,6,9,369
1353,2016-01-29 06:14:06,1.0,4,29,6,14,374
1354,2016-01-29 06:19:07,1.0,4,29,6,19,379
1355,2016-01-29 06:24:08,1.0,4,29,6,24,384
1356,2016-01-29 06:29:09,1.0,4,29,6,29,389
1357,2016-01-29 06:34:12,1.0,4,29,6,34,394
1358,2016-01-29 06:39:13,1.0,4,29,6,39,399
1359,2016-01-29 06:44:14,1.0,4,29,6,44,404
1360,2016-01-29 06:49:15,1.0,4,29,6,49,409
1361,2016-01-29 06:54:17,1.0,4,29,6,54,414
1362,2016-01-29 06:59:18,1.0,4,29,6,59,419
1363,2016-01-29 07:04:19,1.0,4,29,7,4,424
1364,2016-01-29 07:09:21,1.0,4,29,7,9,429
1365,2016-01-29 07:14:22,1.0,4,29,7,14,434
1366,2016-01-29 07:19:23,1.0,4,29,7,19,439
1367,2016-01-29 07:24:24,1.0,4,29,7,24,444
1368,2016-01-29 07:29:25,1.0,4,29,7,29,449
1369,2016-01-29 07:34:27,1.0,4,29,7,34,454
1370,2016-01-29 07:39:28,1.2,4,29,7,39,459
1371,2016-01-29 07:44:29,1.0,4,29,7,44,464
1372,2016-01-29 07:49:31,1.0,4,29,7,49,469
1373,2016-01-29 07:54:32,1.0,4,29,7,54,474
1374,2016-01-29 07:59:33,1.0,4,29,7,59,479
1375,2016-01-29 08:04:34,1.0,4,29,8,4,484
1376,2016-01-29 08:09:36,1.0,4,29,8,9,489
1377,2016-01-29 08:14:37,1.0,4,29,8,14,494
1378,2016-01-29 08:19:38,1.3,4,29,8,19,499
1379,2016-01-29 08:24:39,1.2,4,29,8,24,504
1380,2016-01-29 08:29:40,1.0,4,29,8,29,509
1381,2016-01-29 08:34:42,1.0,4,29,8,34,514
1382,2016-01-29 08:39:43,1.0,4,29,8,39,519
1383,2016-01-29 08:44:44,1.2,4,29,8,44,524
1384,2016-01-29 08:49:45,1.2,4,29,8,49,529
1385,2016-01-29 08:54:46,1.0,4,29,8,54,534
1386,2016-01-29 08:59:48,1.0,4,29,8,59,539
1387,2016-01-29 09:04:49,1.0,4,29,9,4,544
1388,2016-01-29 09:09:50,1.0,4,29,9,9,549
1389,2016-01-29 09:14:51,1.0,4,29,9,14,554
1390,2016-01-29 09:19:52,1.0,4,29,9,19,559
1391,2016-01-29 09:24:54,1.0,4,29,9,24,564
1392,2016-01-29 09:29:55,1.0,4,29,9,29,569
1393,2016-01-29 09:34:56,1.0,4,29,9,34,574
1394,2016-01-29 09:39:57,1.0,4,29,9,39,579
1395,2016-01-29 09:44:58,1.0,4,29,9,44,584
1396,2016-01-29 09:50:00,1.0,4,29,9,50,590
1397,2016-01-29 09:55:01,1.0,4,29,9,55,595
1398,2016-01-29 10:00:03,1.0,4,29,10,0,600
1399,2016-01-29 10:05:04,1.0,4,29,10,5,605
1400,2016-01-29 10:10:05,1.0,4,29,10,10,610
1401,2016-01-29 10:15:06,1.0,4,29,10,15,615
1402,2016-01-29 10:20:08,1.0,4,29,10,20,620
1403,2016-01-29 10:25:09,1.0,4,29,10,25,625
1404,2016-01-29 10:30:10,1.0,4,29,10,30,630
1405,2016-01-29 10:35:11,1.0,4,29,10,35,635
1406,2016-01-29 10:40:13,1.0,4,29,10,40,640
1407,2016-01-29 10:45:14,1.0,4,29,10,45,645
1408,2016-01-29 10:50:15,1.0,4,29,10,50,650
1409,2016-01-29 10:55:16,1.0,4,29,10,55,655
1410,2016-01-29 11:00:18,1.0,4,29,11,0,660
1411,2016-01-29 11:05:19,1.0,4,29,11,5,665
1412,2016-01-29 11:10:20,1.0,4,29,11,10,670
1413,2016-01-29 11:15:22,1.0,4,29,11,15,675
1414,2016-01-29 11:20:23,1.0,4,29,11,20,680
1415,2016-01-29 11:25:24,1.0,4,29,11,25,685
1416,2016-01-29 11:30:25,1.0,4,29,11,30,690
1417,2016-01-29 11:35:27,1.0,4,29,11,35,695
1418,2016-01-29 11:40:28,1.0,4,29,11,40,700
1419,2016-01-29 11:45:29,1.0,4,29,11,45,705
1420,2016-01-29 11:50:30,1.0,4,29,11,50,710
1421,2016-01-29 11:55:31,1.0,4,29,11,55,715
1422,2016-01-29 12:00:33,1.0,4,29,12,0,720
1423,2016-01-29 12:05:34,1.0,4,29,12,5,725
1424,2016-01-29 12:10:35,1.0,4,29,12,10,730
1425,2016-01-29 12:15:36,1.0,4,29,12,15,735
1426,2016-01-29 12:20:38,1.0,4,29,12,20,740
1427,2016-01-29 12:25:39,1.0,4,29,12,25,745
1428,2016-01-29 12:30:40,1.0,4,29,12,30,750
1429,2016-01-29 12:35:41,1.0,4,29,12,35,755
1430,2016-01-29 12:40:43,1.0,4,29,12,40,760
1431,2016-01-29 12:45:44,1.0,4,29,12,45,765
1432,2016-01-29 12:50:45,1.0,4,29,12,50,770
1433,2016-01-29 12:55:46,1.0,4,29,12,55,775
1434,2016-01-29 13:00:48,1.0,4,29,13,0,780
1435,2016-01-29 13:05:49,1.0,4,29,13,5,785
1436,2016-01-29 13:10:50,1.0,4,29,13,10,790
1437,2016-01-29 13:15:51,1.0,4,29,13,15,795
1438,2016-01-29 13:20:53,1.0,4,29,13,20,800
1439,2016-01-29 13:25:54,1.3,4,29,13,25,805
1440,2016-01-29 13:30:55,1.0,4,29,13,30,810
1441,2016-01-29 13:35:56,1.0,4,29,13,35,815
1442,2016-01-29 13:40:57,1.0,4,29,13,40,820
1443,2016-01-29 13:45:59,1.0,4,29,13,45,825
1444,2016-01-29 13:51:00,1.2,4,29,13,51,831
1445,2016-01-29 13:56:01,1.0,4,29,13,56,836
1446,2016-01-29 14:01:03,1.3,4,29,14,1,841
1447,2016-01-29 14:06:05,1.2,4,29,14,6,846
1448,2016-01-29 14:11:06,1.2,4,29,14,11,851
1449,2016-01-29 14:16:07,1.5,4,29,14,16,856
1450,2016-01-29 14:21:08,2.1,4,29,14,21,861
1451,2016-01-29 14:26:09,1.3,4,29,14,26,866
1452,2016-01-29 14:31:11,1.0,4,29,14,31,871
1453,2016-01-29 14:36:12,1.3,4,29,14,36,876
1454,2016-01-29 14:41:13,1.5,4,29,14,41,881
1455,2016-01-29 14:46:14,1.0,4,29,14,46,886
1456,2016-01-29 14:51:16,1.3,4,29,14,51,891
1457,2016-01-29 14:56:17,1.2,4,29,14,56,896
1458,2016-01-29 15:01:18,1.0,4,29,15,1,901
1459,2016-01-29 15:06:20,1.2,4,29,15,6,906
1460,2016-01-29 15:11:21,1.3,4,29,15,11,911
1461,2016-01-29 15:16:22,1.0,4,29,15,16,916
1462,2016-01-29 15:21:24,1.0,4,29,15,21,921
1463,2016-01-29 15:26:25,1.0,4,29,15,26,926
1464,2016-01-29 15:31:27,1.5,4,29,15,31,931
1465,2016-01-29 15:36:28,1.3,4,29,15,36,936
1466,2016-01-29 15:41:29,1.0,4,29,15,41,941
1467,2016-01-29 15:46:30,1.4,4,29,15,46,946
1468,2016-01-29 15:51:31,1.6,4,29,15,51,951
1469,2016-01-29 15:56:33,1.0,4,29,15,56,956
1470,2016-01-29 16:01:34,1.0,4,29,16,1,961
1471,2016-01-29 16:06:35,1.5,4,29,16,6,966
1472,2016-01-29 16:11:36,1.4,4,29,16,11,971
1473,2016-01-29 16:16:38,1.2,4,29,16,16,976
1474,2016-01-29 16:21:39,1.0,4,29,16,21,981
1475,2016-01-29 16:26:40,1.3,4,29,16,26,986
1476,2016-01-29 16:31:41,1.0,4,29,16,31,991
1477,2016-01-29 16:36:43,1.0,4,29,16,36,996
1478,2016-01-29 16:41:44,1.4,4,29,16,41,1001
1479,2016-01-29 16:46:45,1.4,4,29,16,46,1006
1480,2016-01-29 16:51:47,1.0,4,29,16,51,1011
1481,2016-01-29 16:56:48,1.0,4,29,16,56,1016
1482,2016-01-29 17:01:50,1.0,4,29,17,1,1021
1483,2016-01-29 17:06:51,1.0,4,29,17,6,1026
1484,2016-01-29 17:11:52,1.0,4,29,17,11,1031
1485,2016-01-29 17:16:53,1.3,4,29,17,16,1036
1486,2016-01-29 17:21:55,1.7,4,29,17,21,1041
1487,2016-01-29 17:26:56,1.2,4,29,17,26,1046
1488,2016-01-29 17:31:59,1.0,4,29,17,31,1051
1489,2016-01-29 17:37:01,1.2,4,29,17,37,1057
1490,2016-01-29 17:42:02,1.6,4,29,17,42,1062
1491,2016-01-29 17:47:03,1.6,4,29,17,47,1067
1492,2016-01-29 17:52:04,1.5,4,29,17,52,1072
1493,2016-01-29 17:57:06,1.0,4,29,17,57,1077
1494,2016-01-29 18:02:11,1.2,4,29,18,2,1082
1495,2016-01-29 18:07:12,1.7,4,29,18,7,1087
1496,2016-01-29 18:12:13,1.9,4,29,18,12,1092
1497,2016-01-29 18:17:15,1.8,4,29,18,17,1097
1498,2016-01-29 18:22:16,1.8,4,29,18,22,1102
1499,2016-01-29 18:27:17,1.8,4,29,18,27,1107
1500,2016-01-29 18:32:18,1.3,4,29,18,32,1112
1501,2016-01-29 18:37:20,1.2,4,29,18,37,1117
1502,2016-01-29 18:42:21,1.2,4,29,18,42,1122
1503,2016-01-29 18:47:22,1.4,4,29,18,47,1127
1504,2016-01-29 18:52:23,1.7,4,29,18,52,1132
1505,2016-01-29 18:57:25,1.6,4,29,18,57,1137
1506,2016-01-29 19:02:26,1.3,4,29,19,2,1142
1507,2016-01-29 19:07:28,1.6,4,29,19,7,1147
1508,2016-01-29 19:12:29,1.7,4,29,19,12,1152
1509,2016-01-29 19:17:31,1.5,4,29,19,17,1157
1510,2016-01-29 19:22:32,1.5,4,29,19,22,1162
1511,2016-01-29 19:27:34,1.3,4,29,19,27,1167
1512,2016-01-29 19:32:49,1.2,4,29,19,32,1172
1513,2016-01-29 19:37:50,1.2,4,29,19,37,1177
1514,2016-01-29 19:42:52,1.2,4,29,19,42,1182
1515,2016-01-29 19:47:53,1.2,4,29,19,47,1187
1516,2016-01-29 19:52:55,1.0,4,29,19,52,1192
1517,2016-01-29 19:57:56,1.0,4,29,19,57,1197
1518,2016-01-29 20:02:57,1.0,4,29,20,2,1202
1519,2016-01-29 20:08:02,1.0,4,29,20,8,1208
1520,2016-01-29 20:13:03,1.0,4,29,20,13,1213
1521,2016-01-29 20:18:05,1.0,4,29,20,18,1218
1522,2016-01-29 20:23:06,1.0,4,29,20,23,1223
1523,2016-01-29 20:28:14,1.0,4,29,20,28,1228
1524,2016-01-29 20:33:15,1.0,4,29,20,33,1233
1525,2016-01-29 20:38:16,1.0,4,29,20,38,1238
1526,2016-01-29 20:43:18,1.0,4,29,20,43,1243
1527,2016-01-29 20:48:19,1.0,4,29,20,48,1248
1528,2016-01-29 20:53:20,1.0,4,29,20,53,1253
1529,2016-01-29 20:58:25,1.0,4,29,20,58,1258
1530,2016-01-29 21:03:27,1.0,4,29,21,3,1263
1531,2016-01-29 21:08:28,1.0,4,29,21,8,1268
1532,2016-01-29 21:13:29,1.0,4,29,21,13,1273
1533,2016-01-29 21:18:31,1.0,4,29,21,18,1278
1534,2016-01-29 21:23:32,1.0,4,29,21,23,1283
1535,2016-01-29 21:28:33,1.0,4,29,21,28,1288
1536,2016-01-29 21:33:35,1.0,4,29,21,33,1293
1537,2016-01-29 21:38:36,1.0,4,29,21,38,1298
1538,2016-01-29 21:43:37,1.0,4,29,21,43,1303
1539,2016-01-29 21:48:39,1.0,4,29,21,48,1308
1540,2016-01-29 21:53:40,1.0,4,29,21,53,1313
1541,2016-01-29 21:58:42,1.0,4,29,21,58,1318
1542,2016-01-29 22:03:43,1.0,4,29,22,3,1323
1543,2016-01-29 22:08:44,1.2,4,29,22,8,1328
1544,2016-01-29 22:13:45,1.4,4,29,22,13,1333
1545,2016-01-29 22:18:47,1.0,4,29,22,18,1338
1546,2016-01-29 22:23:48,1.0,4,29,22,23,1343
1547,2016-01-29 22:28:49,1.0,4,29,22,28,1348
1548,2016-01-29 22:33:51,1.0,4,29,22,33,1353
1549,2016-01-29 22:38:52,1.0,4,29,22,38,1358
1550,2016-01-29 22:43:53,1.0,4,29,22,43,1363
1551,2016-01-29 22:48:55,1.0,4,29,22,48,1368
1552,2016-01-29 22:53:56,1.3,4,29,22,53,1373
1553,2016-01-29 22:58:57,1.5,4,29,22,58,1378
1554,2016-01-29 23:03:59,1.3,4,29,23,3,1383
1555,2016-01-29 23:09:00,1.2,4,29,23,9,1389
1556,2016-01-29 23:14:01,1.5,4,29,23,14,1394
1557,2016-01-29 23:19:03,1.5,4,29,23,19,1399
1558,2016-01-29 23:24:04,1.0,4,29,23,24,1404
1559,2016-01-29 23:29:05,1.0,4,29,23,29,1409
1560,2016-01-29 23:34:06,1.3,4,29,23,34,1414
1561,2016-01-29 23:39:08,1.4,4,29,23,39,1419
1562,2016-01-29 23:44:09,1.4,4,29,23,44,1424
1563,2016-01-29 23:49:11,1.0,4,29,23,49,1429
1564,2016-01-29 23:54:12,1.0,4,29,23,54,1434
1565,2016-01-29 23:59:13,1.5,4,29,23,59,1439
1566,2016-01-30 00:04:15,1.2,5,30,0,4,4
1567,2016-01-30 00:09:16,1.0,5,30,0,9,9
1568,2016-01-30 00:14:17,1.0,5,30,0,14,14
1569,2016-01-30 00:19:19,1.0,5,30,0,19,19
1570,2016-01-30 00:24:20,1.0,5,30,0,24,24
1571,2016-01-30 00:29:22,1.0,5,30,0,29,29
1572,2016-01-30 00:34:23,1.0,5,30,0,34,34
1573,2016-01-30 00:39:24,1.0,5,30,0,39,39
1574,2016-01-30 00:44:25,1.0,5,30,0,44,44
1575,2016-01-30 00:49:27,1.0,5,30,0,49,49
